server_id,window_start,window_end,max_net_in,max_disk_io,alert
server_7,20:55:30,20:56:00,7793.96,904.23,Possible DDoS
server_7,20:55:40,20:56:10,7793.96,7211.26,Network flood + Disk thrash suspected
server_7,20:55:50,20:56:20,1873.87,7211.26,Disk thrash suspected
server_7,20:56:00,20:56:30,877.39,7211.26,Disk thrash suspected
server_7,20:56:10,20:56:40,3437.65,1853.58,Possible DDoS
server_7,20:56:20,20:56:50,3437.65,1853.58,Possible DDoS
server_7,20:56:30,20:57:00,4499.62,1976.31,Possible DDoS
server_7,20:56:40,20:57:10,4499.62,1976.31,Possible DDoS
server_7,20:56:50,20:57:20,4499.62,1976.31,Possible DDoS
server_7,20:57:00,20:57:30,16538.76,1569.44,Possible DDoS
server_7,20:57:10,20:57:40,16538.76,1143.73,Possible DDoS
server_7,20:57:20,20:57:50,16538.76,4905.59,Network flood + Disk thrash suspected
server_7,20:57:30,20:58:00,935.02,4905.59,Disk thrash suspected
server_7,20:57:40,20:58:10,11293.59,4905.59,Network flood + Disk thrash suspected
server_7,20:57:50,20:58:20,11293.59,152.71,Possible DDoS
server_7,20:58:00,20:58:30,13604.98,152.71,Possible DDoS
server_7,20:58:10,20:58:40,13604.98,622.53,Possible DDoS
server_7,20:58:20,20:58:50,13604.98,622.53,Possible DDoS
server_7,20:58:30,20:59:00,2305.0,622.53,""
server_7,20:58:40,20:59:10,13036.44,150.4,Possible DDoS
server_7,20:58:50,20:59:20,13036.44,6583.93,Network flood + Disk thrash suspected
server_7,20:59:00,20:59:30,13036.44,6583.93,Network flood + Disk thrash suspected
server_7,20:59:10,20:59:40,3293.7,6583.93,Network flood + Disk thrash suspected
server_7,20:59:20,20:59:50,18120.88,1639.59,Possible DDoS
server_7,20:59:30,21:00:00,18120.88,153.15,Possible DDoS
server_7,20:59:40,21:00:10,18120.88,144.93,Possible DDoS
server_7,20:59:50,21:00:20,4553.46,1262.64,Possible DDoS
server_7,21:00:00,21:00:30,4553.46,4101.86,Possible DDoS
server_7,21:00:10,21:00:40,19897.85,4101.86,Possible DDoS
server_7,21:00:20,21:00:50,19897.85,7269.64,Network flood + Disk thrash suspected
server_7,21:00:30,21:01:00,19897.85,7269.64,Network flood + Disk thrash suspected
server_7,21:00:40,21:01:10,9778.95,7269.64,Network flood + Disk thrash suspected
server_7,21:00:50,21:01:20,9778.95,4661.65,Possible DDoS
server_7,21:01:00,21:01:30,11328.39,91.38,Possible DDoS
server_7,21:01:10,21:01:40,11328.39,106.23,Possible DDoS
server_7,21:01:20,21:01:50,11328.39,1695.36,Possible DDoS
server_7,21:01:30,21:02:00,3376.41,8590.29,Network flood + Disk thrash suspected
server_7,21:01:40,21:02:10,13241.71,8590.29,Network flood + Disk thrash suspected
server_7,21:01:50,21:02:20,13241.71,8590.29,Network flood + Disk thrash suspected
server_7,21:02:00,21:02:30,13241.71,1179.82,Possible DDoS
server_7,21:02:10,21:02:40,1403.35,1179.82,""
server_7,21:02:20,21:02:50,1403.35,1179.82,""
server_7,21:02:30,21:03:00,16808.21,177.17,Possible DDoS
server_7,21:02:40,21:03:10,16808.21,179.22,Possible DDoS
server_7,21:02:50,21:03:20,16808.21,1385.23,Possible DDoS
server_7,21:03:00,21:03:30,5880.74,1385.23,Possible DDoS
server_7,21:03:10,21:03:40,5880.74,1385.23,Possible DDoS
server_7,21:03:20,21:03:50,5880.74,192.59,Possible DDoS
server_7,21:03:30,21:04:00,4206.87,731.27,Possible DDoS
server_7,21:03:40,21:04:10,4206.87,8701.47,Network flood + Disk thrash suspected
server_7,21:03:50,21:04:20,4807.37,8701.47,Network flood + Disk thrash suspected
server_7,21:04:00,21:04:30,4807.37,8701.47,Network flood + Disk thrash suspected
server_7,21:04:10,21:04:40,4807.37,1809.64,Possible DDoS
server_7,21:04:20,21:04:50,6437.67,1809.64,Possible DDoS
server_7,21:04:30,21:05:00,6437.67,1809.64,Possible DDoS
server_7,21:04:40,21:05:10,6437.67,175.64,Possible DDoS
server_7,21:04:50,21:05:20,1011.08,5105.3,Disk thrash suspected
server_7,21:05:00,21:05:30,1009.45,5105.3,Disk thrash suspected
server_7,21:05:10,21:05:40,868.59,5105.3,Disk thrash suspected
server_7,21:05:20,21:05:50,2802.38,3942.88,""
server_7,21:05:30,21:06:00,8920.15,3942.88,Possible DDoS
server_7,21:05:40,21:06:10,8920.15,1918.94,Possible DDoS
server_7,21:05:50,21:06:20,10502.04,178.25,Possible DDoS
server_7,21:06:00,21:06:30,10502.04,178.25,Possible DDoS
server_7,21:06:10,21:06:40,10502.04,547.57,Possible DDoS
server_7,21:06:20,21:06:50,4473.73,7805.39,Network flood + Disk thrash suspected
server_7,21:06:30,21:07:00,4473.73,7805.39,Network flood + Disk thrash suspected
server_7,21:06:40,21:07:10,891.96,7805.39,Disk thrash suspected
server_7,21:06:50,21:07:20,3320.42,7557.9,Network flood + Disk thrash suspected
server_7,21:07:00,21:07:30,3320.42,7557.9,Network flood + Disk thrash suspected
server_7,21:07:10,21:07:40,3320.42,7235.2,Network flood + Disk thrash suspected
server_7,21:07:20,21:07:50,956.26,7235.2,Disk thrash suspected
server_7,21:07:30,21:08:00,925.15,7235.2,Disk thrash suspected
server_7,21:07:40,21:08:10,925.15,3645.49,""
server_7,21:07:50,21:08:20,918.11,3645.49,""
server_7,21:08:00,21:08:30,918.11,5941.39,Disk thrash suspected
server_7,21:08:10,21:08:40,918.11,5941.39,Disk thrash suspected
server_7,21:08:20,21:08:50,1757.01,5941.39,Disk thrash suspected
server_7,21:08:30,21:09:00,1757.01,1544.16,""
server_7,21:08:40,21:09:10,1757.01,3624.86,""
server_7,21:08:50,21:09:20,951.23,9668.46,Disk thrash suspected
server_7,21:09:00,21:09:30,977.04,9668.46,Disk thrash suspected
server_7,21:09:10,21:09:40,977.04,9668.46,Disk thrash suspected
server_7,21:09:20,21:09:50,977.04,5638.16,Disk thrash suspected
server_7,21:09:30,21:10:00,7531.86,5638.16,Network flood + Disk thrash suspected
server_7,21:09:40,21:10:10,7531.86,5638.16,Network flood + Disk thrash suspected
server_7,21:09:50,21:10:20,7531.86,9198.12,Network flood + Disk thrash suspected
server_7,21:10:00,21:10:30,2102.64,9397.6,Disk thrash suspected
server_7,21:10:10,21:10:40,942.12,9397.6,Disk thrash suspected
server_7,21:10:20,21:10:50,1060.11,9397.6,Disk thrash suspected
server_7,21:10:30,21:11:00,1060.11,4080.93,""
server_7,21:10:40,21:11:10,4998.36,4080.93,Possible DDoS
server_7,21:10:50,21:11:20,10447.24,4080.93,Possible DDoS
server_7,21:11:00,21:11:30,10447.24,1675.51,Possible DDoS
server_7,21:11:10,21:11:40,10447.24,1675.51,Possible DDoS
server_7,21:11:20,21:11:50,2349.6,1675.51,""
server_7,21:11:30,21:12:00,4507.41,1840.72,Possible DDoS
server_7,21:11:40,21:12:10,4507.41,3283.85,Possible DDoS
server_7,21:11:50,21:12:20,13760.91,3283.85,Possible DDoS
server_7,21:12:00,21:12:30,13760.91,3283.85,Possible DDoS
server_7,21:12:10,21:12:40,13760.91,7876.85,Network flood + Disk thrash suspected
server_7,21:12:20,21:12:50,4290.07,7876.85,Network flood + Disk thrash suspected
server_7,21:12:30,21:13:00,3166.19,7876.85,Network flood + Disk thrash suspected
server_7,21:12:40,21:13:10,3166.19,1230.0,Possible DDoS
server_7,21:12:50,21:13:20,3166.19,1184.53,Possible DDoS
server_7,21:13:00,21:13:30,903.29,8371.29,Disk thrash suspected
server_7,21:13:10,21:13:40,11548.98,8371.29,Network flood + Disk thrash suspected
server_7,21:13:20,21:13:50,11548.98,8371.29,Network flood + Disk thrash suspected
server_7,21:13:30,21:14:00,11548.98,1067.89,Possible DDoS
server_7,21:13:40,21:14:10,11271.28,1067.89,Possible DDoS
server_7,21:13:50,21:14:20,2668.77,1067.89,""
server_7,21:14:00,21:14:30,6232.97,117.91,Possible DDoS
server_7,21:14:10,21:14:40,18950.2,1900.81,Possible DDoS
server_7,21:14:20,21:14:50,18950.2,1900.81,Possible DDoS
server_7,21:14:30,21:15:00,18950.2,1900.81,Possible DDoS
server_7,21:14:40,21:15:10,14486.68,7094.08,Network flood + Disk thrash suspected
server_7,21:14:50,21:15:20,4982.92,7094.08,Network flood + Disk thrash suspected
server_7,21:15:00,21:15:30,838.5,7094.08,Disk thrash suspected
server_7,21:15:10,21:15:40,926.86,69.67,""
server_7,21:15:20,21:15:50,2772.67,1504.74,""
server_7,21:15:30,21:16:00,2772.67,1808.94,""
server_7,21:15:40,21:16:10,2772.67,1808.94,""
server_7,21:15:50,21:16:20,2161.85,1808.94,""
server_7,21:16:00,21:16:30,920.75,119.84,""
server_7,21:16:10,21:16:40,6288.22,1813.68,Possible DDoS
server_7,21:16:20,21:16:50,6288.22,1813.68,Possible DDoS
server_7,21:16:30,21:17:00,6288.22,1813.68,Possible DDoS
server_7,21:16:40,21:17:10,1704.31,4258.28,""
server_7,21:16:50,21:17:20,17004.84,4258.28,Possible DDoS
server_7,21:17:00,21:17:30,17004.84,4258.28,Possible DDoS
server_7,21:17:10,21:17:40,17004.84,9902.29,Network flood + Disk thrash suspected
server_7,21:17:20,21:17:50,8369.29,9902.29,Network flood + Disk thrash suspected
server_7,21:17:30,21:18:00,3954.37,9902.29,Network flood + Disk thrash suspected
server_7,21:17:40,21:18:10,3954.37,6346.94,Network flood + Disk thrash suspected
server_7,21:17:50,21:18:20,3954.37,6346.94,Network flood + Disk thrash suspected
server_7,21:18:00,21:18:30,865.06,155.95,""
server_7,21:18:10,21:18:40,995.81,166.19,""
server_7,21:18:20,21:18:50,995.81,166.19,""
server_7,21:18:30,21:19:00,995.81,166.19,""
server_7,21:18:40,21:19:10,893.84,148.22,""
server_7,21:18:50,21:19:20,4551.07,1238.98,Possible DDoS
server_7,21:19:00,21:19:30,4551.07,1238.98,Possible DDoS
server_7,21:19:10,21:19:40,9783.32,1238.98,Possible DDoS
server_7,21:19:20,21:19:50,9783.32,138.55,Possible DDoS
server_7,21:19:30,21:20:00,9872.59,194.55,Possible DDoS
server_7,21:19:40,21:20:10,9872.59,1221.91,Possible DDoS
server_7,21:19:50,21:20:20,9872.59,1221.91,Possible DDoS
server_7,21:20:00,21:20:30,4634.16,1221.91,Possible DDoS
server_7,21:20:10,21:20:40,897.24,135.21,""
server_7,21:20:20,21:20:50,6765.01,115.75,Possible DDoS
server_7,21:20:30,21:21:00,6765.01,7157.02,Network flood + Disk thrash suspected
server_7,21:20:40,21:21:10,12771.81,7704.02,Network flood + Disk thrash suspected
server_7,21:20:50,21:21:20,12771.81,7704.02,Network flood + Disk thrash suspected
server_7,21:21:00,21:21:30,12771.81,8457.25,Network flood + Disk thrash suspected
server_7,21:21:10,21:21:40,4626.84,8457.25,Network flood + Disk thrash suspected
server_7,21:21:20,21:21:50,4626.84,8457.25,Network flood + Disk thrash suspected
server_7,21:21:30,21:22:00,996.86,5693.72,Disk thrash suspected
server_7,21:21:40,21:22:10,996.86,5693.72,Disk thrash suspected
server_7,21:21:50,21:22:20,19730.6,119.01,Possible DDoS
server_7,21:22:00,21:22:30,19730.6,200.84,Possible DDoS
server_7,21:22:10,21:22:40,19730.6,852.47,Possible DDoS
server_7,21:22:20,21:22:50,19063.81,6488.07,Network flood + Disk thrash suspected
server_7,21:22:30,21:23:00,19063.81,6488.07,Network flood + Disk thrash suspected
server_7,21:22:40,21:23:10,651.01,6488.07,Disk thrash suspected
server_7,21:22:50,21:23:20,1010.06,7180.45,Disk thrash suspected
server_7,21:23:00,21:23:30,1010.06,7180.45,Disk thrash suspected
server_7,21:23:10,21:23:40,11768.25,7180.45,Network flood + Disk thrash suspected
server_7,21:23:20,21:23:50,12147.05,116.18,Possible DDoS
server_7,21:23:30,21:24:00,12147.05,116.18,Possible DDoS
server_7,21:23:40,21:24:10,12147.05,116.18,Possible DDoS
server_7,21:23:50,21:24:20,8215.24,1450.52,Possible DDoS
server_7,21:24:00,21:24:30,19033.7,1450.52,Possible DDoS
server_7,21:24:10,21:24:40,19033.7,1450.52,Possible DDoS
server_7,21:24:20,21:24:50,19033.7,134.4,Possible DDoS
server_7,21:24:30,21:25:00,981.31,134.4,""
server_7,21:24:40,21:25:10,981.31,134.4,""
server_7,21:24:50,21:25:20,981.31,17.04,""
server_7,21:25:00,21:25:30,596.16,68.56,""
server_7,21:25:10,21:25:40,531.15,68.56,""
server_7,21:25:20,21:25:50,10342.71,110.65,Possible DDoS
server_7,21:25:30,21:26:00,13520.14,6204.68,Network flood + Disk thrash suspected
server_7,21:25:40,21:26:10,13520.14,6204.68,Network flood + Disk thrash suspected
server_7,21:25:50,21:26:20,13520.14,6204.68,Network flood + Disk thrash suspected
server_7,21:26:00,21:26:30,2497.77,5469.65,Disk thrash suspected
server_7,21:26:10,21:26:40,2497.77,5469.65,Disk thrash suspected
server_7,21:26:20,21:26:50,10681.16,1230.12,Possible DDoS
server_7,21:26:30,21:27:00,10681.16,1230.12,Possible DDoS
server_7,21:26:40,21:27:10,10681.16,126.05,Possible DDoS
server_7,21:26:50,21:27:20,945.37,8879.18,Disk thrash suspected
server_7,21:27:00,21:27:30,7797.04,8879.18,Network flood + Disk thrash suspected
server_7,21:27:10,21:27:40,7797.04,8879.18,Network flood + Disk thrash suspected
server_7,21:27:20,21:27:50,7797.04,991.15,Possible DDoS
server_7,21:27:30,21:28:00,3087.66,991.15,""
server_7,21:27:40,21:28:10,19060.95,128.64,Possible DDoS
server_7,21:27:50,21:28:20,19060.95,128.64,Possible DDoS
server_7,21:28:00,21:28:30,19060.95,3065.4,Possible DDoS
server_7,21:28:10,21:28:40,656.28,3065.4,""
server_7,21:28:20,21:28:50,831.07,5085.36,Disk thrash suspected
server_7,21:28:30,21:29:00,1048.49,5085.36,Disk thrash suspected
server_7,21:28:40,21:29:10,1048.49,5085.36,Disk thrash suspected
server_7,21:28:50,21:29:20,1048.49,94.87,""
server_7,21:29:00,21:29:30,12457.7,5949.64,Network flood + Disk thrash suspected
server_7,21:29:10,21:29:40,12887.91,5949.64,Network flood + Disk thrash suspected
server_7,21:29:20,21:29:50,12887.91,6894.38,Network flood + Disk thrash suspected
server_7,21:29:30,21:30:00,14225.8,6894.38,Network flood + Disk thrash suspected
server_7,21:29:40,21:30:10,14225.8,9467.0,Network flood + Disk thrash suspected
server_7,21:29:50,21:30:20,14225.8,9560.08,Network flood + Disk thrash suspected
server_7,21:30:00,21:30:30,8639.71,9560.08,Network flood + Disk thrash suspected
server_7,21:30:10,21:30:40,8639.71,9560.08,Network flood + Disk thrash suspected
server_7,21:30:20,21:30:50,9844.51,8493.33,Network flood + Disk thrash suspected
server_7,21:30:30,21:31:00,9844.51,8493.33,Network flood + Disk thrash suspected
server_7,21:30:40,21:31:10,9844.51,8493.33,Network flood + Disk thrash suspected
server_7,21:30:50,21:31:20,704.29,8713.58,Disk thrash suspected
server_7,21:31:00,21:31:30,490.61,8713.58,Disk thrash suspected
server_7,21:31:10,21:31:40,867.3,8713.58,Disk thrash suspected
server_7,21:31:20,21:31:50,867.3,62.98,""
server_7,21:31:30,21:32:00,997.17,70.34,""
server_7,21:31:40,21:32:10,997.17,70.34,""
server_7,21:31:50,21:32:20,997.17,126.63,""
server_7,21:32:00,21:32:30,9003.25,126.63,Possible DDoS
server_7,21:32:10,21:32:40,9003.25,126.63,Possible DDoS
server_7,21:32:20,21:32:50,13094.02,172.85,Possible DDoS
server_7,21:32:30,21:33:00,13094.02,172.85,Possible DDoS
server_7,21:32:40,21:33:10,13094.02,172.85,Possible DDoS
server_7,21:32:50,21:33:20,922.01,135.65,""
server_7,21:33:00,21:33:30,922.01,5123.03,Disk thrash suspected
server_7,21:33:10,21:33:40,4693.35,5123.03,Network flood + Disk thrash suspected
server_7,21:33:20,21:33:50,4693.35,5123.03,Network flood + Disk thrash suspected
server_7,21:33:30,21:34:00,4693.35,1636.06,Possible DDoS
server_7,21:33:40,21:34:10,16802.84,126.03,Possible DDoS
server_7,21:33:50,21:34:20,16802.84,126.03,Possible DDoS
server_7,21:34:00,21:34:30,16802.84,126.03,Possible DDoS
server_7,21:34:10,21:34:40,16240.19,82.29,Possible DDoS
server_7,21:34:20,21:34:50,602.0,82.29,""
server_7,21:34:30,21:35:00,632.55,64.54,""
server_7,21:34:40,21:35:10,4516.7,1466.02,Possible DDoS
server_7,21:34:50,21:35:20,4516.7,1466.02,Possible DDoS
server_7,21:35:00,21:35:30,4516.7,1466.02,Possible DDoS
server_7,21:35:10,21:35:40,969.5,91.47,""
server_7,21:35:20,21:35:50,3843.78,893.47,Possible DDoS
server_7,21:35:30,21:36:00,3843.78,893.47,Possible DDoS
server_7,21:35:40,21:36:10,3843.78,8615.47,Network flood + Disk thrash suspected
server_7,21:35:50,21:36:20,805.45,9418.55,Disk thrash suspected
server_7,21:36:00,21:36:30,910.21,9418.55,Disk thrash suspected
server_7,21:36:10,21:36:40,948.59,9418.55,Disk thrash suspected
server_7,21:36:20,21:36:50,15586.53,112.34,Possible DDoS
server_7,21:36:30,21:37:00,15586.53,4075.44,Possible DDoS
server_7,21:36:40,21:37:10,15586.53,4075.44,Possible DDoS
server_7,21:36:50,21:37:20,2825.68,4075.44,""
server_7,21:37:00,21:37:30,2825.68,638.69,""
server_7,21:37:10,21:37:40,2521.72,1213.56,""
server_7,21:37:20,21:37:50,2521.72,1213.56,""
server_7,21:37:30,21:38:00,2521.72,1213.56,""
server_7,21:37:40,21:38:10,1089.96,1623.91,""
server_7,21:37:50,21:38:20,1089.96,1623.91,""
server_7,21:38:00,21:38:30,1089.96,1623.91,""
server_7,21:38:10,21:38:40,987.2,141.56,""
server_7,21:38:20,21:38:50,2017.52,1040.89,""
server_7,21:38:30,21:39:00,2017.52,1040.89,""
server_7,21:38:40,21:39:10,2017.52,1040.89,""
server_7,21:38:50,21:39:20,1002.96,99.72,""
server_7,21:39:00,21:39:30,1002.96,99.72,""
server_7,21:39:10,21:39:40,449.91,9376.95,Disk thrash suspected
server_7,21:39:20,21:39:50,449.91,9376.95,Disk thrash suspected
server_7,21:39:30,21:40:00,963.74,9376.95,Disk thrash suspected
server_7,21:39:40,21:40:10,963.74,5182.34,Disk thrash suspected
server_7,21:39:50,21:40:20,1047.97,85.75,""
server_7,21:40:00,21:40:30,1047.97,108.78,""
server_7,21:40:10,21:40:40,1047.97,5709.71,Disk thrash suspected
server_7,21:40:20,21:40:50,4774.4,5709.71,Network flood + Disk thrash suspected
server_7,21:40:30,21:41:00,12635.99,6549.73,Network flood + Disk thrash suspected
server_7,21:40:40,21:41:10,12635.99,6549.73,Network flood + Disk thrash suspected
server_7,21:40:50,21:41:20,12635.99,6549.73,Network flood + Disk thrash suspected
server_7,21:41:00,21:41:30,16641.86,176.9,Possible DDoS
server_7,21:41:10,21:41:40,16641.86,176.9,Possible DDoS
server_7,21:41:20,21:41:50,16641.86,176.9,Possible DDoS
server_7,21:41:30,21:42:00,1245.23,1059.74,""
server_7,21:41:40,21:42:10,16715.43,1059.74,Possible DDoS
server_7,21:41:50,21:42:20,16715.43,1059.74,Possible DDoS
server_7,21:42:00,21:42:30,16715.43,128.01,Possible DDoS
server_7,21:42:10,21:42:40,16714.78,128.01,Possible DDoS
server_7,21:42:20,21:42:50,7264.7,9407.49,Network flood + Disk thrash suspected
server_7,21:42:30,21:43:00,5079.8,9407.49,Network flood + Disk thrash suspected
server_7,21:42:40,21:43:10,5079.8,9407.49,Network flood + Disk thrash suspected
server_7,21:42:50,21:43:20,5079.8,6827.78,Network flood + Disk thrash suspected
server_7,21:43:00,21:43:30,6728.53,1439.17,Possible DDoS
server_7,21:43:10,21:43:40,6728.53,1439.17,Possible DDoS
server_7,21:43:20,21:43:50,6728.53,8836.47,Network flood + Disk thrash suspected
server_7,21:43:30,21:44:00,699.2,8836.47,Disk thrash suspected
server_7,21:43:40,21:44:10,678.03,8836.47,Disk thrash suspected
server_7,21:43:50,21:44:20,15856.42,113.69,Possible DDoS
server_7,21:44:00,21:44:30,15856.42,143.44,Possible DDoS
server_7,21:44:10,21:44:40,15856.42,143.44,Possible DDoS
server_7,21:44:20,21:44:50,13249.86,143.44,Possible DDoS
server_7,21:44:30,21:45:00,6293.48,76.25,Possible DDoS
server_7,21:44:40,21:45:10,6293.48,80.09,Possible DDoS
server_7,21:44:50,21:45:20,6293.48,80.09,Possible DDoS
server_7,21:45:00,21:45:30,12430.9,151.68,Possible DDoS
server_7,21:45:10,21:45:40,12430.9,192.05,Possible DDoS
server_7,21:45:20,21:45:50,12430.9,192.05,Possible DDoS
server_7,21:45:30,21:46:00,1017.91,5464.94,Disk thrash suspected
server_7,21:45:40,21:46:10,661.56,9897.03,Disk thrash suspected
server_7,21:45:50,21:46:20,661.56,9897.03,Disk thrash suspected
server_7,21:46:00,21:46:30,14743.15,9897.03,Network flood + Disk thrash suspected
server_7,21:46:10,21:46:40,16740.52,108.77,Possible DDoS
server_7,21:46:20,21:46:50,16740.52,108.77,Possible DDoS
server_7,21:46:30,21:47:00,16740.52,1793.33,Possible DDoS
server_7,21:46:40,21:47:10,4591.07,1793.33,Possible DDoS
server_7,21:46:50,21:47:20,4591.07,4547.51,Possible DDoS
server_7,21:47:00,21:47:30,3831.98,4547.51,Possible DDoS
server_7,21:47:10,21:47:40,12087.74,4547.51,Possible DDoS
server_7,21:47:20,21:47:50,13021.79,1864.53,Possible DDoS
server_7,21:47:30,21:48:00,13021.79,1686.96,Possible DDoS
server_7,21:47:40,21:48:10,13021.79,1686.96,Possible DDoS
server_7,21:47:50,21:48:20,9813.19,1686.96,Possible DDoS
server_7,21:48:00,21:48:30,4627.24,1017.53,Possible DDoS
server_7,21:48:10,21:48:40,17798.65,1698.99,Possible DDoS
server_7,21:48:20,21:48:50,17798.65,1698.99,Possible DDoS
server_7,21:48:30,21:49:00,17798.65,1698.99,Possible DDoS
server_7,21:48:40,21:49:10,540.67,112.07,""
server_7,21:48:50,21:49:20,10265.59,147.91,Possible DDoS
server_7,21:49:00,21:49:30,10265.59,147.91,Possible DDoS
server_7,21:49:10,21:49:40,10265.59,147.91,Possible DDoS
server_7,21:49:20,21:49:50,13295.83,145.35,Possible DDoS
server_7,21:49:30,21:50:00,13295.83,145.35,Possible DDoS
server_7,21:49:40,21:50:10,13295.83,5644.28,Network flood + Disk thrash suspected
server_7,21:49:50,21:50:20,1974.07,5644.28,Disk thrash suspected
server_7,21:50:00,21:50:30,6278.19,5644.28,Network flood + Disk thrash suspected
server_7,21:50:10,21:50:40,6278.19,1841.36,Possible DDoS
server_7,21:50:20,21:50:50,6278.19,1841.36,Possible DDoS
server_7,21:50:30,21:51:00,1384.7,1841.36,""
server_7,21:50:40,21:51:10,938.24,225.42,""
server_7,21:50:50,21:51:20,938.24,225.42,""
server_7,21:51:00,21:51:30,9016.23,225.42,Possible DDoS
server_7,21:51:10,21:51:40,9016.23,7136.83,Network flood + Disk thrash suspected
server_7,21:51:20,21:51:50,9016.23,7136.83,Network flood + Disk thrash suspected
server_7,21:51:30,21:52:00,4644.78,7136.83,Network flood + Disk thrash suspected
server_7,21:51:40,21:52:10,978.41,110.84,""
server_7,21:51:50,21:52:20,963.27,110.84,""
server_7,21:52:00,21:52:30,1006.65,868.57,""
server_7,21:52:10,21:52:40,8960.04,868.57,Possible DDoS
server_7,21:52:20,21:52:50,8960.04,868.57,Possible DDoS
server_7,21:52:30,21:53:00,8960.04,80.07,Possible DDoS
server_7,21:52:40,21:53:10,1811.79,1718.73,""
server_7,21:52:50,21:53:20,1811.79,1718.73,""
server_7,21:53:00,21:53:30,18835.34,1718.73,Possible DDoS
server_7,21:53:10,21:53:40,18835.34,131.97,Possible DDoS
server_7,21:53:20,21:53:50,18835.34,4522.49,Possible DDoS
server_7,21:53:30,21:54:00,823.16,4522.49,""
server_7,21:53:40,21:54:10,1028.74,4522.49,""
server_7,21:53:50,21:54:20,1028.74,1665.63,""
server_7,21:54:00,21:54:30,1028.74,1665.63,""
server_7,21:54:10,21:54:40,962.11,161.73,""
server_7,21:54:20,21:54:50,962.11,127.34,""
server_7,21:54:30,21:55:00,911.64,127.34,""
server_7,21:54:40,21:55:10,906.0,127.34,""
server_7,21:54:50,21:55:20,945.76,68.71,""
server_7,21:55:00,21:55:30,945.76,63.71,""
server_7,21:55:10,21:55:40,945.76,155.18,""
server_7,21:55:20,21:55:50,609.09,155.18,""
server_7,21:55:30,21:56:00,6545.26,167.21,Possible DDoS
server_7,21:55:40,21:56:10,6545.26,1256.73,Possible DDoS
server_7,21:55:50,21:56:20,6545.26,6129.61,Network flood + Disk thrash suspected
server_7,21:56:00,21:56:30,13711.57,6129.61,Network flood + Disk thrash suspected
server_7,21:56:10,21:56:40,13711.57,6129.61,Network flood + Disk thrash suspected
server_7,21:56:20,21:56:50,13711.57,1219.36,Possible DDoS
server_7,21:56:30,21:57:00,2176.98,1219.36,""
server_7,21:56:40,21:57:10,1842.89,1219.36,""
server_7,21:56:50,21:57:20,927.73,140.02,""
server_7,21:57:00,21:57:30,927.73,5854.19,Disk thrash suspected
server_7,21:57:10,21:57:40,1423.33,5854.19,Disk thrash suspected
server_7,21:57:20,21:57:50,1423.33,5854.19,Disk thrash suspected
server_7,21:57:30,21:58:00,1423.33,612.06,""
server_7,21:57:40,21:58:10,8115.53,183.23,Possible DDoS
server_7,21:57:50,21:58:20,8115.53,163.33,Possible DDoS
server_7,21:58:00,21:58:30,8115.53,7993.78,Network flood + Disk thrash suspected
server_7,21:58:10,21:58:40,608.2,7993.78,Disk thrash suspected
server_7,21:58:20,21:58:50,1182.16,7993.78,Disk thrash suspected
server_7,21:58:30,21:59:00,1182.16,7453.87,Disk thrash suspected
server_7,21:58:40,21:59:10,1182.16,7453.87,Disk thrash suspected
server_7,21:58:50,21:59:20,893.47,7453.87,Disk thrash suspected
server_7,21:59:00,21:59:30,1020.7,3034.76,""
server_7,21:59:10,21:59:40,4137.44,669.17,Possible DDoS
server_7,21:59:20,21:59:50,4137.44,669.17,Possible DDoS
server_7,21:59:30,22:00:00,4137.44,669.17,Possible DDoS
server_7,21:59:40,22:00:10,973.41,124.69,""
server_7,21:59:50,22:00:20,973.41,124.69,""
server_7,22:00:00,22:00:30,4641.52,1783.36,Possible DDoS
server_7,22:00:10,22:00:40,4641.52,1844.77,Possible DDoS
server_7,22:00:20,22:00:50,7518.45,6585.35,Network flood + Disk thrash suspected
server_7,22:00:30,22:01:00,12964.87,6585.35,Network flood + Disk thrash suspected
server_7,22:00:40,22:01:10,12964.87,6585.35,Network flood + Disk thrash suspected
server_7,22:00:50,22:01:20,12964.87,135.89,Possible DDoS
server_7,22:01:00,22:01:30,13906.34,7556.37,Network flood + Disk thrash suspected
server_7,22:01:10,22:01:40,13906.34,7556.37,Network flood + Disk thrash suspected
server_7,22:01:20,22:01:50,13906.34,9518.49,Network flood + Disk thrash suspected
server_7,22:01:30,22:02:00,3338.71,9518.49,Network flood + Disk thrash suspected
server_7,22:01:40,22:02:10,6520.98,9518.49,Network flood + Disk thrash suspected
server_7,22:01:50,22:02:20,6520.98,185.72,Possible DDoS
server_7,22:02:00,22:02:30,6520.98,1888.79,Possible DDoS
server_7,22:02:10,22:02:40,4940.55,1888.79,Possible DDoS
server_7,22:02:20,22:02:50,4940.55,1888.79,Possible DDoS
server_7,22:02:30,22:03:00,9943.35,173.22,Possible DDoS
server_7,22:02:40,22:03:10,9943.35,173.22,Possible DDoS
server_7,22:02:50,22:03:20,9943.35,4275.13,Possible DDoS
server_7,22:03:00,22:03:30,974.44,9369.48,Disk thrash suspected
server_7,22:03:10,22:03:40,974.44,9369.48,Disk thrash suspected
server_7,22:03:20,22:03:50,2944.63,9369.48,Disk thrash suspected
server_7,22:03:30,22:04:00,2944.63,7534.03,Disk thrash suspected
