ts,server_id,net_in,net_out
21:06:25,server_14,13759.67,12234.02
21:06:25,server_15,436.93,308.11
21:06:25,server_12,12025.31,12814.73
21:06:25,server_17,601.34,799.66
21:06:25,server_18,530.25,585.0
21:06:25,server_19,461.26,506.61
21:06:25,server_16,390.21,283.39
21:06:25,server_11,4807.52,5306.55
21:06:25,server_20,17891.69,16454.71
21:06:25,server_9,885.82,1096.25
21:06:25,server_1,809.51,1187.99
21:06:25,server_2,1069.35,868.75
21:06:25,server_3,394.56,580.17
21:06:25,server_4,2589.02,2501.7
21:06:25,server_10,344.72,316.48
21:06:25,server_6,880.79,544.09
21:06:25,server_7,296.41,243.47
21:06:25,server_8,461.96,346.4
21:06:25,server_5,232.02,213.9
21:06:30,server_19,4776.0,5167.45
21:06:30,server_18,329.26,424.61
21:06:30,server_17,565.23,377.38
21:06:30,server_16,358.82,461.43
21:06:30,server_15,262.21,248.4
21:06:30,server_14,328.17,449.56
21:06:30,server_13,872.52,1002.28
21:06:30,server_12,296.43,319.62
21:06:30,server_11,646.49,396.99
21:06:30,server_20,481.6,382.46
21:06:30,server_9,888.34,985.94
21:06:30,server_1,632.6,339.85
21:06:30,server_2,582.17,340.56
21:06:30,server_3,45.21,35.74
21:06:30,server_4,4293.6,4530.65
21:06:30,server_10,112.97,161.79
21:06:30,server_6,577.68,661.93
21:06:30,server_7,247.27,135.97
21:06:30,server_8,621.96,645.21
21:06:30,server_5,1056.14,551.18
21:06:35,server_11,963.75,1215.43
21:06:35,server_19,542.79,687.51
21:06:35,server_18,156.2,146.35
21:06:35,server_17,16366.15,18301.8
21:06:35,server_16,952.11,1002.84
21:06:35,server_15,367.89,213.07
21:06:35,server_14,12775.14,12842.17
21:06:35,server_13,293.63,293.64
21:06:35,server_12,259.1,233.48
21:06:35,server_20,942.32,619.13
21:06:35,server_10,231.05,226.08
21:06:35,server_8,578.95,486.4
21:06:35,server_9,233.83,317.13
21:06:35,server_1,301.8,249.05
21:06:35,server_2,331.07,255.27
21:06:35,server_3,225.93,237.58
21:06:35,server_5,289.71,377.05
21:06:35,server_6,231.85,293.67
21:06:35,server_7,4473.73,5082.54
21:06:35,server_4,323.64,361.73
21:06:40,server_20,595.16,671.17
21:06:40,server_11,3448.91,3559.44
21:06:40,server_18,3258.19,3192.63
21:06:40,server_17,341.56,510.98
21:06:40,server_16,914.35,842.04
21:06:40,server_15,10739.92,10849.38
21:06:40,server_14,440.14,323.26
21:06:40,server_13,18147.32,16823.14
21:06:40,server_12,534.01,522.1
21:06:40,server_19,182.7,137.26
21:06:40,server_10,4313.03,4148.23
21:06:40,server_8,622.67,898.35
21:06:40,server_1,6318.91,6064.26
21:06:40,server_2,1385.93,1409.28
21:06:40,server_3,647.46,752.66
21:06:40,server_9,657.6,645.57
21:06:40,server_5,459.45,339.57
21:06:40,server_6,27.12,17.58
21:06:40,server_7,580.81,388.94
21:06:40,server_4,425.95,537.73
21:06:45,server_12,13913.15,15619.88
21:06:45,server_19,258.88,156.55
21:06:45,server_18,154.69,167.87
21:06:45,server_17,1008.1,1437.65
21:06:45,server_16,13139.07,14668.63
21:06:45,server_15,378.25,336.69
21:06:45,server_14,4985.41,4225.1
21:06:45,server_13,469.95,660.22
21:06:45,server_11,312.2,372.33
21:06:45,server_20,350.32,429.93
21:06:45,server_9,57.36,46.39
21:06:45,server_1,573.7,677.04
21:06:45,server_2,293.64,229.72
21:06:45,server_3,5815.57,5376.32
21:06:45,server_4,40.52,57.26
21:06:45,server_10,913.17,656.11
21:06:45,server_6,893.07,814.08
21:06:45,server_7,188.67,131.92
21:06:45,server_8,35.28,23.76
21:06:45,server_5,894.08,1051.96
21:06:50,server_11,1069.14,1228.5
21:06:50,server_19,514.02,280.07
21:06:50,server_18,213.64,277.11
21:06:50,server_17,767.95,575.31
21:06:50,server_16,19387.85,17327.16
21:06:50,server_15,192.39,221.44
21:06:50,server_14,847.45,594.92
21:06:50,server_13,990.21,531.36
21:06:50,server_12,2831.78,3382.17
21:06:50,server_20,278.28,271.65
21:06:50,server_10,710.6,1008.75
21:06:50,server_8,16085.56,15286.15
21:06:50,server_7,891.96,555.82
21:06:50,server_6,110.28,86.62
21:06:50,server_5,519.02,345.78
21:06:50,server_4,2090.85,1719.87
21:06:50,server_3,908.27,552.57
21:06:50,server_2,340.14,188.33
21:06:50,server_1,0.04,0.05
21:06:50,server_9,390.9,448.32
21:06:55,server_13,2779.14,2694.97
21:06:55,server_14,371.6,189.52
21:06:55,server_15,18.71,9.49
21:06:55,server_12,857.17,661.96
21:06:55,server_17,233.65,306.23
21:06:55,server_18,17.85,19.65
21:06:55,server_19,697.35,1011.26
21:06:55,server_16,619.66,748.52
21:06:55,server_11,930.32,1096.22
21:06:55,server_20,218.83,143.13
21:06:55,server_9,1021.44,761.37
21:06:55,server_1,923.66,1196.83
21:06:55,server_2,603.59,827.93
21:06:55,server_3,241.53,294.84
21:06:55,server_4,15583.31,17696.48
21:06:55,server_10,295.43,292.7
21:06:55,server_6,188.46,157.97
21:06:55,server_7,765.59,1001.58
21:06:55,server_8,4289.04,4448.8
21:06:55,server_5,3778.6,3975.4
21:07:00,server_20,555.87,330.39
21:07:00,server_19,696.15,990.6
21:07:00,server_18,401.84,552.4
21:07:00,server_17,823.04,785.21
21:07:00,server_16,465.47,412.92
21:07:00,server_15,335.55,370.85
21:07:00,server_14,350.33,206.66
21:07:00,server_12,928.05,898.48
21:07:00,server_11,4299.93,3482.3
21:07:00,server_13,873.89,738.61
21:07:00,server_9,3970.21,3236.07
21:07:00,server_10,151.43,146.17
21:07:00,server_2,177.76,255.57
21:07:00,server_3,957.27,1140.57
21:07:00,server_4,229.41,281.61
21:07:00,server_1,720.35,709.85
21:07:00,server_6,947.69,1130.92
21:07:00,server_7,518.4,651.43
21:07:00,server_8,906.72,1338.79
21:07:00,server_5,853.51,1235.7
21:07:05,server_12,956.81,1400.1
21:07:05,server_20,55.82,48.33
21:07:05,server_19,964.49,615.11
21:07:05,server_18,450.63,466.1
21:07:05,server_17,945.02,747.46
21:07:05,server_16,299.2,255.72
21:07:05,server_15,9578.32,9948.83
21:07:05,server_14,352.02,336.14
21:07:05,server_13,944.68,1235.15
21:07:05,server_11,724.43,809.58
21:07:05,server_3,27.31,24.51
21:07:05,server_9,976.65,901.28
21:07:05,server_10,483.76,666.43
21:07:05,server_2,17631.78,15316.14
21:07:05,server_4,12941.34,15031.8
21:07:05,server_1,6299.5,7188.54
21:07:05,server_6,130.22,91.76
21:07:05,server_7,41.24,36.59
21:07:05,server_8,795.22,696.0
21:07:05,server_5,808.52,852.64
21:07:10,server_12,190.94,213.48
21:07:10,server_19,301.38,445.24
21:07:10,server_18,859.97,1204.56
21:07:10,server_17,917.3,895.37
21:07:10,server_16,542.34,619.32
21:07:10,server_15,408.34,271.4
21:07:10,server_14,470.42,466.2
21:07:10,server_20,831.54,1037.45
21:07:10,server_11,560.93,823.87
21:07:10,server_13,120.87,88.34
21:07:10,server_9,259.72,269.64
21:07:10,server_1,521.0,354.98
21:07:10,server_2,187.0,148.74
21:07:10,server_3,853.73,601.72
21:07:10,server_4,747.76,528.68
21:07:10,server_10,4801.34,5023.01
21:07:10,server_6,123.3,90.42
21:07:10,server_7,841.76,559.49
21:07:10,server_8,2711.05,2318.69
21:07:10,server_5,665.89,374.55
21:07:15,server_19,12422.16,13318.05
21:07:15,server_18,106.34,99.25
21:07:15,server_17,870.56,541.53
21:07:15,server_16,265.71,388.39
21:07:15,server_15,101.9,64.81
21:07:15,server_14,340.98,201.24
21:07:15,server_13,186.52,177.12
21:07:15,server_12,1007.17,859.12
21:07:15,server_11,595.84,687.58
21:07:15,server_20,84.72,118.6
21:07:15,server_9,1016.35,912.43
21:07:15,server_1,850.7,791.45
21:07:15,server_2,212.71,228.83
21:07:15,server_3,101.67,96.25
21:07:15,server_4,399.47,374.51
21:07:15,server_10,9296.01,8209.54
21:07:15,server_6,735.26,585.41
21:07:15,server_7,3320.42,3562.81
21:07:15,server_8,200.92,261.44
21:07:15,server_5,17254.81,14935.53
21:07:20,server_11,96.31,127.73
21:07:20,server_19,4376.96,4583.29
21:07:20,server_18,880.19,863.52
21:07:20,server_17,682.32,815.35
21:07:20,server_16,652.35,874.73
21:07:20,server_15,446.23,248.9
21:07:20,server_14,917.95,1213.67
21:07:20,server_13,471.99,656.75
21:07:20,server_12,322.66,284.74
21:07:20,server_20,456.77,544.63
21:07:20,server_10,346.59,507.18
21:07:20,server_8,569.81,845.95
21:07:20,server_9,767.26,1094.69
21:07:20,server_1,3656.6,3485.27
21:07:20,server_2,743.68,535.57
21:07:20,server_3,704.68,898.12
21:07:20,server_5,79.03,51.45
21:07:20,server_6,104.63,113.82
21:07:20,server_7,956.26,1346.33
21:07:20,server_4,263.42,291.3
21:07:25,server_20,1376.04,1139.19
21:07:25,server_11,13707.28,12295.44
21:07:25,server_18,11304.8,9167.58
21:07:25,server_17,4223.7,5047.9
21:07:25,server_16,177.59,196.17
21:07:25,server_15,296.44,194.89
21:07:25,server_14,142.59,79.68
21:07:25,server_13,685.54,628.06
21:07:25,server_12,184.99,126.2
21:07:25,server_19,728.0,991.19
21:07:25,server_10,18268.6,18680.56
21:07:25,server_8,534.27,799.9
21:07:25,server_1,8670.29,7382.36
21:07:25,server_2,63.78,56.15
21:07:25,server_3,4015.11,3833.6
21:07:25,server_9,5210.07,4244.61
21:07:25,server_5,567.86,285.28
21:07:25,server_6,19274.56,17557.87
21:07:25,server_7,305.56,178.6
21:07:25,server_4,2085.39,2054.55
21:07:30,server_20,239.94,325.89
21:07:30,server_19,1295.05,1162.57
21:07:30,server_18,73.15,55.96
21:07:30,server_17,303.88,240.06
21:07:30,server_16,266.31,398.59
21:07:30,server_15,1203.33,978.69
21:07:30,server_14,75.6,61.36
21:07:30,server_12,971.49,1260.56
21:07:30,server_11,4158.87,4952.76
21:07:30,server_13,514.28,495.61
21:07:30,server_9,483.07,254.05
21:07:30,server_10,3036.16,2711.9
21:07:30,server_2,250.11,145.56
21:07:30,server_3,72.03,98.2
21:07:30,server_4,478.51,377.8
21:07:30,server_1,813.6,622.5
21:07:30,server_6,418.79,566.22
21:07:30,server_7,56.0,68.57
21:07:30,server_8,1605.8,1917.01
21:07:30,server_5,421.84,589.27
21:07:35,server_12,70.89,77.55
21:07:35,server_19,43.12,43.45
21:07:35,server_18,266.1,166.74
21:07:35,server_20,15261.55,17334.97
21:07:35,server_17,459.56,445.36
21:07:35,server_16,897.71,701.8
21:07:35,server_15,515.1,342.19
21:07:35,server_14,15200.6,18081.51
21:07:35,server_13,559.99,697.11
21:07:35,server_11,857.22,852.44
21:07:35,server_3,79.77,110.56
21:07:35,server_9,505.84,604.57
21:07:35,server_10,4444.71,4932.82
21:07:35,server_2,255.11,232.93
21:07:35,server_4,314.97,217.37
21:07:35,server_1,293.08,278.2
21:07:35,server_6,15372.99,13347.11
21:07:35,server_7,121.15,95.12
21:07:35,server_8,171.75,251.79
21:07:35,server_5,11007.81,9011.84
21:07:40,server_11,971.02,1333.19
21:07:40,server_20,593.21,572.83
21:07:40,server_18,52.88,74.33
21:07:40,server_17,856.74,521.69
21:07:40,server_16,489.24,719.38
21:07:40,server_15,435.76,322.19
21:07:40,server_14,4108.12,4832.7
21:07:40,server_13,861.06,1241.32
21:07:40,server_12,859.96,1085.05
21:07:40,server_19,283.43,361.94
21:07:40,server_10,977.93,730.27
21:07:40,server_8,131.52,108.65
21:07:40,server_1,17614.02,18256.86
21:07:40,server_2,715.77,1043.61
21:07:40,server_3,953.58,1354.74
21:07:40,server_9,236.33,271.15
21:07:40,server_5,607.0,884.52
21:07:40,server_6,528.1,415.77
21:07:40,server_7,140.99,167.11
21:07:40,server_4,3317.12,3709.44
21:07:45,server_12,418.91,602.31
21:07:45,server_19,497.16,539.44
21:07:45,server_18,100.95,74.0
21:07:45,server_17,207.7,284.11
21:07:45,server_16,8432.14,8475.14
21:07:45,server_15,598.06,524.8
21:07:45,server_14,447.91,562.54
21:07:45,server_13,2127.32,2025.14
21:07:45,server_11,16577.79,19626.3
21:07:45,server_20,746.41,514.21
21:07:45,server_9,958.86,1429.35
21:07:45,server_1,14132.33,14337.85
21:07:45,server_2,187.6,144.37
21:07:45,server_3,522.34,271.67
21:07:45,server_4,234.35,148.85
21:07:45,server_10,1902.51,1538.35
21:07:45,server_6,167.47,146.94
21:07:45,server_7,925.15,944.52
21:07:45,server_8,876.13,1248.86
21:07:45,server_5,876.51,1130.71
21:07:50,server_11,129.07,64.75
21:07:50,server_19,151.87,90.53
21:07:50,server_18,324.92,333.3
21:07:50,server_17,4123.84,4138.73
21:07:50,server_16,786.81,744.79
21:07:50,server_15,878.8,945.7
21:07:50,server_14,617.97,562.16
21:07:50,server_13,5138.59,4187.89
21:07:50,server_12,295.65,233.31
21:07:50,server_20,400.83,599.04
21:07:50,server_10,195.51,144.4
21:07:50,server_8,338.26,471.94
21:07:50,server_7,124.81,142.19
21:07:50,server_6,9033.82,10030.65
21:07:50,server_5,1151.7,1083.9
21:07:50,server_4,355.27,299.13
21:07:50,server_3,841.29,947.53
21:07:50,server_2,407.68,419.78
21:07:50,server_1,462.64,416.87
21:07:50,server_9,868.94,1039.59
21:07:55,server_13,1547.83,1748.54
21:07:55,server_14,964.49,763.64
21:07:55,server_16,572.26,602.54
21:07:55,server_12,718.15,946.18
21:07:55,server_18,4866.72,4956.25
21:07:55,server_19,459.62,382.79
21:07:55,server_20,4867.8,4139.14
21:07:55,server_17,901.11,820.54
21:07:55,server_11,2698.83,3071.35
21:07:55,server_15,263.47,326.53
21:07:55,server_9,6239.5,6332.64
21:07:55,server_1,2.06,2.7
21:07:55,server_2,314.68,353.19
21:07:55,server_3,856.9,822.29
21:07:55,server_4,24.06,17.06
21:07:55,server_10,32.19,36.16
21:07:55,server_6,757.32,924.09
21:07:55,server_7,854.71,834.52
21:07:55,server_8,57.75,33.51
21:07:55,server_5,123.05,183.59
21:08:00,server_20,299.61,358.62
21:08:00,server_19,921.42,1355.07
21:08:00,server_18,177.62,130.75
21:08:00,server_17,562.2,294.87
21:08:00,server_16,3078.35,3011.05
21:08:00,server_15,3826.47,4241.79
21:08:00,server_14,313.19,187.42
21:08:00,server_12,423.21,244.02
21:08:00,server_11,558.94,770.22
21:08:00,server_13,898.26,531.44
21:08:00,server_9,553.42,511.47
21:08:00,server_8,98.95,136.68
21:08:00,server_7,225.43,183.99
21:08:00,server_6,483.98,242.96
21:08:00,server_5,932.19,858.19
21:08:00,server_4,428.45,550.25
21:08:00,server_3,332.43,301.99
21:08:00,server_2,472.78,325.25
21:08:00,server_10,945.0,618.87
21:08:00,server_1,348.56,423.67
21:08:05,server_13,967.81,787.04
21:08:05,server_14,404.57,567.47
21:08:05,server_15,4456.63,5280.05
21:08:05,server_16,692.59,631.99
21:08:05,server_20,17638.43,15430.96
21:08:05,server_18,6.56,8.83
21:08:05,server_19,44.11,42.15
21:08:05,server_12,865.64,692.71
21:08:05,server_17,871.72,572.92
21:08:05,server_11,953.79,915.97
21:08:05,server_3,415.7,287.4
21:08:05,server_9,532.29,303.24
21:08:05,server_8,968.96,1144.69
21:08:05,server_7,29.99,31.63
21:08:05,server_6,306.13,453.57
21:08:05,server_5,269.56,172.33
21:08:05,server_4,984.54,1405.41
21:08:05,server_2,5112.17,5718.29
21:08:05,server_1,828.22,912.04
21:08:05,server_10,16852.3,13747.97
21:08:10,server_15,830.69,502.34
21:08:10,server_14,2587.82,2945.78
21:08:10,server_16,3034.84,2964.08
21:08:10,server_13,853.44,957.56
21:08:10,server_18,5918.23,7067.41
21:08:10,server_19,153.95,166.92
21:08:10,server_20,144.02,193.62
21:08:10,server_12,645.13,895.93
21:08:10,server_17,29.28,27.33
21:08:10,server_11,313.15,467.26
21:08:10,server_10,189.17,121.66
21:08:10,server_9,640.41,880.5
21:08:10,server_2,470.43,460.95
21:08:10,server_3,17276.82,14041.46
21:08:10,server_4,1512.62,1603.18
21:08:10,server_1,457.48,507.42
21:08:10,server_6,194.58,231.18
21:08:10,server_7,918.11,820.08
21:08:10,server_8,633.66,684.37
21:08:10,server_5,68.07,80.11
21:08:15,server_12,62.9,70.64
21:08:15,server_20,362.68,396.88
21:08:15,server_19,398.74,433.98
21:08:15,server_18,19541.16,20175.87
21:08:15,server_16,531.47,288.91
21:08:15,server_15,187.31,155.61
21:08:15,server_14,4587.88,4127.22
21:08:15,server_13,206.55,302.46
21:08:15,server_11,319.9,423.35
21:08:15,server_17,550.09,601.37
21:08:15,server_9,315.95,374.26
21:08:15,server_10,1967.25,1662.53
21:08:15,server_2,176.63,219.38
21:08:15,server_3,0.87,1.28
21:08:15,server_4,150.95,122.37
21:08:15,server_1,656.67,796.84
21:08:15,server_6,2674.12,3078.75
21:08:15,server_7,197.61,243.01
21:08:15,server_8,383.74,552.97
21:08:15,server_5,786.43,683.65
21:08:20,server_20,650.06,426.17
21:08:20,server_12,3692.02,4260.56
21:08:20,server_19,4869.49,4952.87
21:08:20,server_18,455.4,298.68
21:08:20,server_17,14151.87,16904.64
21:08:20,server_16,171.1,142.69
21:08:20,server_15,623.1,488.12
21:08:20,server_14,263.89,155.47
21:08:20,server_13,19970.5,21242.86
21:08:20,server_11,856.62,1187.96
21:08:20,server_7,165.0,234.45
21:08:20,server_9,222.22,298.44
21:08:20,server_8,252.43,210.63
21:08:20,server_6,4628.13,4452.34
21:08:20,server_5,18.41,21.14
21:08:20,server_4,347.74,235.25
21:08:20,server_3,191.45,113.02
21:08:20,server_2,914.23,771.35
21:08:20,server_1,326.12,313.49
21:08:20,server_10,564.72,808.36
21:08:25,server_15,992.56,1455.51
21:08:25,server_14,116.39,59.37
21:08:25,server_16,686.25,904.85
21:08:25,server_13,258.27,197.92
21:08:25,server_18,842.64,964.94
21:08:25,server_19,838.07,1229.82
21:08:25,server_20,275.04,225.15
21:08:25,server_12,861.03,1045.94
21:08:25,server_17,256.78,185.28
21:08:25,server_11,690.28,1017.25
21:08:25,server_3,7405.15,7916.7
21:08:25,server_9,562.01,385.28
21:08:25,server_8,179.09,121.33
21:08:25,server_7,235.32,225.91
21:08:25,server_6,561.0,704.75
21:08:25,server_5,445.05,660.31
21:08:25,server_4,333.91,426.59
21:08:25,server_10,175.32,174.75
21:08:25,server_2,428.88,262.48
21:08:25,server_1,210.78,140.83
21:08:30,server_13,625.32,832.51
21:08:30,server_14,2607.64,2317.22
21:08:30,server_15,579.83,626.25
21:08:30,server_16,591.6,577.6
21:08:30,server_20,382.75,288.78
21:08:30,server_18,252.76,204.6
21:08:30,server_19,675.68,463.94
21:08:30,server_12,2281.61,2608.38
21:08:30,server_17,150.24,123.79
21:08:30,server_11,422.18,501.91
21:08:30,server_10,628.98,601.5
21:08:30,server_9,248.86,321.79
21:08:30,server_2,281.16,312.61
21:08:30,server_3,95.73,105.05
21:08:30,server_4,909.22,1287.16
21:08:30,server_1,933.92,510.36
21:08:30,server_6,4497.71,4264.51
21:08:30,server_7,215.38,180.42
21:08:30,server_8,97.36,73.88
21:08:30,server_5,644.56,682.4
21:08:35,server_12,940.14,658.75
21:08:35,server_19,912.79,1294.24
21:08:35,server_18,12610.29,11405.58
21:08:35,server_17,818.04,731.65
21:08:35,server_16,970.12,490.36
21:08:35,server_15,306.89,270.91
21:08:35,server_14,93.51,131.76
21:08:35,server_13,216.5,142.36
21:08:35,server_11,3488.12,3656.6
21:08:35,server_20,313.32,291.8
21:08:35,server_9,219.84,287.43
21:08:35,server_1,98.84,147.62
21:08:35,server_2,115.75,109.24
21:08:35,server_3,932.28,586.52
21:08:35,server_4,351.97,449.34
21:08:35,server_10,151.29,172.64
21:08:35,server_6,1634.68,1770.21
21:08:35,server_7,858.81,444.73
21:08:35,server_8,606.46,366.72
21:08:35,server_5,553.03,384.18
21:08:40,server_12,507.31,513.82
21:08:40,server_19,167.98,86.96
21:08:40,server_18,420.08,276.39
21:08:40,server_17,849.69,700.14
21:08:40,server_16,1015.45,1168.35
21:08:40,server_15,95.69,50.12
21:08:40,server_14,262.6,393.73
21:08:40,server_13,14690.21,17191.06
21:08:40,server_11,379.66,300.69
21:08:40,server_20,913.06,1226.31
21:08:40,server_9,267.16,183.29
21:08:40,server_1,676.75,459.81
21:08:40,server_2,967.52,1237.32
21:08:40,server_3,484.15,444.16
21:08:40,server_4,633.72,663.89
21:08:40,server_10,0.0,0.0
21:08:40,server_6,899.99,1235.4
21:08:40,server_7,1757.01,1597.82
21:08:40,server_8,526.68,467.4
21:08:40,server_5,265.43,279.67
21:08:45,server_11,848.97,953.17
21:08:45,server_19,287.61,430.97
21:08:45,server_18,34.06,37.44
21:08:45,server_17,6109.48,4969.59
21:08:45,server_16,430.31,273.28
21:08:45,server_15,936.9,1256.85
21:08:45,server_14,2942.98,3360.16
21:08:45,server_13,926.4,1278.27
21:08:45,server_12,944.39,924.56
21:08:45,server_20,11460.9,12519.62
21:08:45,server_10,1010.2,1180.7
21:08:45,server_8,598.06,513.35
21:08:45,server_7,679.15,847.88
21:08:45,server_6,72.92,68.71
21:08:45,server_5,602.0,640.43
21:08:45,server_4,8210.82,8389.49
21:08:45,server_3,396.7,199.89
21:08:45,server_2,37.89,29.32
21:08:45,server_1,200.07,139.67
21:08:45,server_9,112.43,156.42
21:08:50,server_14,279.78,385.67
21:08:50,server_15,173.73,220.71
21:08:50,server_16,847.53,532.85
21:08:50,server_12,605.36,757.71
21:08:50,server_18,84.33,47.11
21:08:50,server_19,677.91,611.04
21:08:50,server_20,741.66,428.07
21:08:50,server_17,916.76,1324.14
21:08:50,server_11,414.27,220.26
21:08:50,server_13,961.06,1395.73
21:08:50,server_9,5837.27,6774.86
21:08:50,server_10,3454.71,3321.78
21:08:50,server_2,891.61,659.36
21:08:50,server_3,576.09,298.37
21:08:50,server_4,264.91,365.97
21:08:50,server_1,321.41,228.6
21:08:50,server_6,881.77,817.08
21:08:50,server_7,649.96,964.12
21:08:50,server_8,7813.88,8422.98
21:08:50,server_5,545.89,296.51
21:08:55,server_20,95.43,69.66
21:08:55,server_19,637.2,533.39
21:08:55,server_18,6444.13,6171.13
21:08:55,server_12,500.65,406.61
21:08:55,server_17,211.25,213.37
21:08:55,server_16,3648.09,4159.43
21:08:55,server_15,860.19,1189.31
21:08:55,server_14,1045.81,803.84
21:08:55,server_13,70.17,40.62
21:08:55,server_11,0.0,0.0
21:08:55,server_3,937.38,1197.21
21:08:55,server_9,950.03,1161.19
21:08:55,server_1,835.84,933.93
21:08:55,server_2,3853.33,3346.47
21:08:55,server_4,5258.42,5381.27
21:08:55,server_10,154.28,136.16
21:08:55,server_6,951.79,1312.67
21:08:55,server_7,951.23,1346.66
21:08:55,server_8,139.82,73.7
21:08:55,server_5,10.52,11.47
21:09:00,server_20,14730.65,16996.93
21:09:00,server_19,918.74,731.35
21:09:00,server_18,5353.85,5153.22
21:09:00,server_17,94.31,58.32
21:09:00,server_16,957.11,1162.47
21:09:00,server_15,88.5,59.2
21:09:00,server_14,962.94,611.25
21:09:00,server_12,944.71,1175.99
21:09:00,server_11,867.32,612.35
21:09:00,server_13,895.79,484.91
21:09:00,server_9,956.51,500.55
21:09:00,server_10,296.77,232.87
21:09:00,server_2,109.02,103.75
21:09:00,server_3,226.77,270.08
21:09:00,server_4,16330.08,13818.74
21:09:00,server_1,10024.34,8235.23
21:09:00,server_6,954.32,1100.83
21:09:00,server_7,682.33,501.24
21:09:00,server_8,13171.6,14639.34
21:09:00,server_5,323.89,287.58
21:09:05,server_12,242.55,265.32
21:09:05,server_20,530.12,368.02
21:09:05,server_19,227.17,129.57
21:09:05,server_18,586.26,302.71
21:09:05,server_17,15881.13,15585.78
21:09:05,server_16,450.67,359.14
21:09:05,server_15,17543.67,14700.01
21:09:05,server_14,2070.04,1937.9
21:09:05,server_13,441.6,444.46
21:09:05,server_11,8058.14,9284.28
21:09:05,server_3,164.43,101.63
21:09:05,server_9,527.91,334.28
21:09:05,server_8,627.65,763.64
21:09:05,server_7,129.07,64.98
21:09:05,server_6,10252.72,10681.18
21:09:05,server_5,1374.68,1387.61
21:09:05,server_4,836.99,557.08
21:09:05,server_2,33.51,30.74
21:09:05,server_1,481.63,709.15
21:09:05,server_10,582.62,509.79
21:09:10,server_13,524.92,689.71
21:09:10,server_14,4699.4,3887.55
21:09:10,server_15,498.35,454.63
21:09:10,server_16,910.53,491.65
21:09:10,server_19,346.36,356.03
21:09:10,server_20,454.57,246.33
21:09:10,server_18,617.91,576.72
21:09:10,server_12,1026.46,747.08
21:09:10,server_17,403.8,280.15
21:09:10,server_11,540.22,331.87
21:09:10,server_3,593.14,365.58
21:09:10,server_9,250.97,353.97
21:09:10,server_10,639.98,772.33
21:09:10,server_2,134.24,129.89
21:09:10,server_4,130.35,168.49
21:09:10,server_1,139.33,184.72
21:09:10,server_6,631.58,457.7
21:09:10,server_7,42.78,39.87
21:09:10,server_5,187.46,230.19
21:09:10,server_8,980.35,739.07
21:09:15,server_20,370.5,415.95
21:09:15,server_19,247.98,306.34
21:09:15,server_18,2181.25,2087.52
21:09:15,server_17,2211.51,1825.23
21:09:15,server_16,118.15,94.03
21:09:15,server_15,4288.05,3946.23
21:09:15,server_14,4026.17,3512.37
21:09:15,server_12,598.43,633.22
21:09:15,server_10,803.25,617.9
21:09:15,server_13,2338.47,2228.52
21:09:15,server_8,2152.08,2575.38
21:09:15,server_9,324.58,457.36
21:09:15,server_1,854.51,1094.27
21:09:15,server_2,617.58,541.24
21:09:15,server_3,681.88,650.5
21:09:15,server_11,1009.62,1402.83
21:09:15,server_5,601.26,389.54
21:09:15,server_6,72.44,50.42
21:09:15,server_7,0.68,0.4
21:09:15,server_4,4898.55,5703.02
21:09:20,server_20,682.13,1013.18
21:09:20,server_19,901.58,1273.22
21:09:20,server_18,662.49,830.44
21:09:20,server_17,157.99,180.16
21:09:20,server_16,20.95,17.37
21:09:20,server_15,167.19,213.59
21:09:20,server_14,2152.67,1739.64
21:09:20,server_13,921.4,1182.32
21:09:20,server_12,0.0,0.0
21:09:20,server_11,239.63,237.46
21:09:20,server_10,838.48,1166.65
21:09:20,server_8,59.2,56.86
21:09:20,server_7,977.04,780.98
21:09:20,server_6,172.78,181.94
21:09:20,server_5,913.0,1137.24
21:09:20,server_4,1054.88,837.86
21:09:20,server_3,344.95,345.57
21:09:20,server_2,2331.8,1996.07
21:09:20,server_1,12338.1,11451.47
21:09:20,server_9,462.8,681.69
21:09:25,server_13,954.29,660.07
21:09:25,server_14,6226.34,6121.9
21:09:25,server_15,3496.37,3526.25
21:09:25,server_16,274.28,189.85
21:09:25,server_20,978.74,925.42
21:09:25,server_18,870.46,1302.67
21:09:25,server_19,7854.87,7528.57
21:09:25,server_12,796.27,800.69
21:09:25,server_17,255.92,152.94
21:09:25,server_11,316.02,294.31
21:09:25,server_10,106.57,139.13
21:09:25,server_9,193.22,288.76
21:09:25,server_2,7196.51,7657.29
21:09:25,server_3,674.21,531.13
21:09:25,server_4,419.16,333.45
21:09:25,server_1,1072.04,1460.05
21:09:25,server_6,378.78,382.41
21:09:25,server_7,160.78,165.53
21:09:25,server_8,461.19,520.17
21:09:25,server_5,683.68,973.29
21:09:30,server_12,4775.41,5495.86
21:09:30,server_19,418.79,476.72
21:09:30,server_18,3250.33,3571.73
21:09:30,server_17,646.48,588.21
21:09:30,server_16,292.59,163.4
21:09:30,server_15,995.86,953.33
21:09:30,server_14,413.8,478.54
21:09:30,server_13,12214.76,14215.74
21:09:30,server_11,906.7,958.35
21:09:30,server_20,311.12,416.78
21:09:30,server_9,132.33,106.34
21:09:30,server_1,186.01,96.91
21:09:30,server_2,590.86,538.88
21:09:30,server_3,1302.97,1098.95
21:09:30,server_4,195.41,282.38
21:09:30,server_10,1744.89,1503.25
