ts,server_id,cpu_pct,mem_pct,net_in,net_out,disk_io
21:14:10,server_6,12.91,96.48,132.4,186.97,53.04
21:14:10,server_7,80.15,4.49,741.47,1036.37,55.94
21:14:10,server_8,1.31,95.18,7.77,7.11,0.0
21:14:10,server_5,45.88,30.31,419.72,568.23,0.0
21:14:15,server_12,43.66,47.88,511.28,325.93,25.32
21:14:15,server_19,54.04,43.06,553.87,321.98,27.43
21:14:15,server_18,27.71,34.47,325.88,352.01,110.58
21:14:15,server_17,78.33,38.54,5359.56,4575.23,45.95
21:14:15,server_16,89.31,82.62,903.17,462.83,73.1
21:14:15,server_15,28.37,38.7,264.98,255.94,29.11
21:14:15,server_14,43.59,25.64,117.87,162.42,5092.45
21:14:15,server_13,87.97,95.59,870.49,1051.28,0.0
21:14:15,server_11,70.28,39.9,17346.4,18885.75,56.51
21:14:15,server_20,41.88,51.54,407.32,408.81,65.45
21:14:15,server_9,50.68,59.13,505.83,622.11,0.0
21:14:15,server_1,51.86,31.83,10985.64,11123.8,188.15
21:14:15,server_2,57.32,57.59,5162.98,5286.79,157.74
21:14:15,server_3,54.32,77.43,526.8,441.48,102.39
21:14:15,server_4,49.85,26.8,145.88,194.82,3543.13
21:14:15,server_10,39.6,43.78,537.74,678.47,64.35
21:14:15,server_6,16.2,92.49,171.15,248.17,75.28
21:14:15,server_7,9.18,91.82,100.31,130.03,117.91
21:14:15,server_8,47.18,58.69,457.15,242.08,72.76
21:14:15,server_5,0.17,89.7,0.0,0.0,26.99
21:14:20,server_19,45.75,58.28,2006.64,1883.81,1688.57
21:14:20,server_18,46.06,54.62,481.14,429.02,0.0
21:14:20,server_17,5.81,91.14,62.05,66.89,115.75
21:14:20,server_16,7.07,81.12,9.95,11.5,0.0
21:14:20,server_15,25.09,86.04,230.87,318.3,99.58
21:14:20,server_14,63.83,89.58,695.04,548.37,90.0
21:14:20,server_13,52.55,54.71,522.66,581.7,106.89
21:14:20,server_12,27.34,41.76,302.02,214.54,149.83
21:14:20,server_11,45.91,41.47,3722.31,3023.08,1786.2
21:14:20,server_20,94.06,12.41,1024.31,1393.11,75.36
21:14:20,server_9,23.14,34.98,165.6,161.1,0.0
21:14:20,server_1,45.42,50.51,467.71,604.7,84.58
21:14:20,server_2,25.64,45.4,256.72,179.6,38.88
21:14:20,server_3,23.54,25.03,133.07,166.7,3280.28
21:14:20,server_4,55.38,48.49,584.71,697.7,28.07
21:14:20,server_10,31.16,41.28,334.97,183.12,0.0
21:14:20,server_6,60.6,60.97,626.04,481.84,56.48
21:14:20,server_7,66.7,91.98,632.16,437.67,81.75
21:14:20,server_8,57.85,56.71,592.72,876.63,3.1
21:14:20,server_5,90.8,18.6,949.3,1169.11,68.07
21:14:25,server_11,63.46,71.75,718.06,799.72,108.83
21:14:25,server_19,44.21,50.39,462.42,639.38,24.37
21:14:25,server_18,58.4,40.81,4908.68,4973.57,1404.3
21:14:25,server_17,61.52,50.93,616.72,664.83,80.69
21:14:25,server_16,23.92,99.36,193.96,166.56,34.95
21:14:25,server_15,46.06,25.56,42.23,30.62,5235.99
21:14:25,server_14,68.78,56.23,7368.3,8490.5,184.07
21:14:25,server_13,64.26,64.6,4169.55,3775.86,1702.8
21:14:25,server_12,87.93,99.08,808.24,894.54,156.21
21:14:25,server_20,44.83,40.69,3641.43,3442.0,1042.04
21:14:25,server_10,30.81,34.88,272.97,255.45,16.03
21:14:25,server_8,63.59,32.09,7310.58,7503.97,151.15
21:14:25,server_9,38.38,44.3,199.92,228.08,3825.13
21:14:25,server_1,21.28,33.31,262.56,335.34,32.4
21:14:25,server_2,61.55,43.32,14759.48,14937.6,15.61
21:14:25,server_3,50.72,51.32,432.66,616.21,45.57
21:14:25,server_5,22.57,84.41,213.41,275.8,56.28
21:14:25,server_6,61.28,51.31,637.35,901.74,34.65
21:14:25,server_7,56.0,54.71,6232.97,6729.37,79.48
21:14:25,server_4,8.7,87.39,92.07,108.43,79.74
21:14:30,server_20,61.13,70.78,611.38,829.28,122.48
21:14:30,server_19,64.44,76.37,657.41,980.0,0.0
21:14:30,server_18,21.01,25.19,133.46,86.59,8445.81
21:14:30,server_17,57.57,55.97,534.69,711.88,58.1
21:14:30,server_16,26.5,43.69,261.91,153.65,45.71
21:14:30,server_15,53.51,61.17,4450.91,4088.64,1100.54
21:14:30,server_14,10.15,80.52,69.24,82.36,102.35
21:14:30,server_13,67.17,74.04,663.27,502.08,45.68
21:14:30,server_12,62.54,63.48,3390.31,3442.91,1108.31
21:14:30,server_11,63.04,74.0,588.07,636.69,35.57
21:14:30,server_9,94.51,4.19,976.08,824.48,144.28
21:14:30,server_1,20.38,24.85,178.42,109.42,0.0
21:14:30,server_2,97.92,92.65,923.96,776.09,129.01
21:14:30,server_3,61.02,67.5,583.46,576.37,1.26
21:14:30,server_4,85.29,94.87,896.01,664.17,64.82
21:14:30,server_10,44.04,27.52,469.62,303.69,62.55
21:14:30,server_6,89.34,87.94,935.99,1362.93,127.17
21:14:30,server_7,41.3,50.71,3592.48,3661.25,1900.81
21:14:30,server_8,93.51,91.25,934.68,1238.1,124.69
21:14:30,server_5,29.96,49.59,182.18,106.6,5213.99
21:14:35,server_12,69.78,53.96,6997.19,6281.25,172.97
21:14:35,server_20,61.13,59.97,10381.66,8924.35,160.65
21:14:35,server_19,77.58,57.24,9917.93,10860.23,191.4
21:14:35,server_18,65.26,56.95,1168.09,1203.74,1672.06
21:14:35,server_17,61.01,56.56,610.87,455.95,2.63
21:14:35,server_16,24.86,98.89,287.77,258.11,16.33
21:14:35,server_15,36.3,27.14,409.07,579.29,6.37
21:14:35,server_14,27.79,25.11,267.64,149.94,4.76
21:14:35,server_13,20.38,25.53,97.31,117.35,3066.81
21:14:35,server_11,22.43,37.58,134.29,146.04,9219.81
21:14:35,server_10,53.41,61.0,482.32,711.04,83.61
21:14:35,server_9,52.87,40.69,10471.42,9005.5,20.81
21:14:35,server_2,55.28,63.32,533.44,448.96,48.01
21:14:35,server_3,42.25,52.69,334.41,480.16,74.64
21:14:35,server_4,22.33,28.61,296.75,387.93,0.0
21:14:35,server_1,80.2,11.29,760.5,735.7,8.21
21:14:35,server_6,82.74,4.65,808.41,853.0,17.05
21:14:35,server_7,70.57,48.97,18950.2,21209.39,136.53
21:14:35,server_8,30.52,40.57,155.1,105.32,5318.83
21:14:35,server_5,94.7,5.61,1055.4,1153.57,36.25
21:14:40,server_12,4.13,88.84,104.26,130.59,49.62
21:14:40,server_19,24.53,33.8,181.6,242.89,0.0
21:14:40,server_18,30.88,49.82,239.83,171.07,0.0
21:14:40,server_17,62.88,80.24,643.52,439.73,77.29
21:14:40,server_16,22.78,38.69,333.22,362.7,68.96
21:14:40,server_15,93.32,83.96,1017.5,1304.74,76.45
21:14:40,server_14,61.99,69.06,694.94,717.87,110.8
21:14:40,server_13,35.62,54.46,272.51,140.83,28.0
21:14:40,server_11,65.55,32.61,19624.26,15984.01,151.18
21:14:40,server_20,51.06,61.19,482.71,329.32,198.73
21:14:40,server_9,60.18,52.56,655.16,719.55,27.65
21:14:40,server_1,69.91,59.3,12620.5,13381.86,186.47
21:14:40,server_2,34.37,20.43,81.62,60.81,3710.19
21:14:40,server_3,66.4,76.79,703.22,457.83,150.17
21:14:40,server_4,31.57,38.0,180.04,224.43,4627.4
21:14:40,server_10,43.9,57.45,4167.79,3494.86,1144.8
21:14:40,server_6,50.14,42.96,3273.79,3575.33,1090.53
21:14:40,server_7,65.27,57.43,648.61,405.4,29.34
21:14:40,server_8,67.23,81.21,711.31,558.05,73.48
21:14:40,server_5,54.64,68.23,582.71,842.51,119.19
21:14:45,server_12,95.24,8.13,896.04,543.54,41.04
21:14:45,server_19,99.95,4.98,982.78,1322.29,17.28
21:14:45,server_18,60.72,73.43,551.88,600.93,77.96
21:14:45,server_17,93.19,88.97,883.12,540.59,117.85
21:14:45,server_16,91.26,82.53,789.77,541.84,80.37
21:14:45,server_15,53.93,46.68,1932.5,1845.03,529.54
21:14:45,server_14,22.24,15.13,190.68,209.49,52.09
21:14:45,server_13,28.15,31.13,236.44,330.02,0.0
21:14:45,server_11,32.42,23.83,373.07,342.79,47.77
21:14:45,server_20,64.29,32.19,14040.39,12503.65,186.19
21:14:45,server_9,33.13,38.62,155.22,122.79,9057.81
21:14:45,server_1,52.31,42.94,5138.44,4715.83,158.4
21:14:45,server_2,79.53,32.72,7029.48,6592.37,3.55
21:14:45,server_3,49.45,24.26,59.48,40.09,3457.66
21:14:45,server_4,39.36,46.52,427.24,216.15,67.97
21:14:45,server_10,61.14,59.31,602.26,496.11,20.5
21:14:45,server_6,62.54,46.01,9653.03,9544.64,76.89
21:14:45,server_7,50.16,36.37,14486.68,12820.89,152.44
21:14:45,server_8,2.25,85.32,13.85,7.69,0.0
21:14:45,server_5,60.8,63.17,611.93,873.69,18.96
21:14:50,server_11,88.26,15.88,821.37,1178.89,103.17
21:14:50,server_19,46.05,66.24,375.13,554.71,35.18
21:14:50,server_18,87.79,12.84,987.18,523.21,94.63
21:14:50,server_17,23.89,15.59,235.17,254.76,0.0
21:14:50,server_16,62.36,42.76,3812.13,3683.33,1537.2
21:14:50,server_15,92.95,82.32,880.24,1275.42,41.53
21:14:50,server_14,44.69,65.82,3465.99,4155.81,1220.37
21:14:50,server_13,72.38,47.36,5600.61,6415.39,31.59
21:14:50,server_12,89.55,95.17,866.08,1280.01,121.22
21:14:50,server_20,20.59,42.14,80.84,45.0,9814.57
21:14:50,server_10,54.7,52.68,567.3,787.16,81.47
21:14:50,server_8,50.73,50.53,10654.63,11396.6,30.3
21:14:50,server_7,56.34,51.42,2897.69,2775.8,1436.0
21:14:50,server_6,91.15,1.91,925.94,524.68,34.06
21:14:50,server_5,24.51,38.38,307.56,292.91,27.15
21:14:50,server_4,58.56,58.17,526.3,752.13,78.43
21:14:50,server_3,57.11,61.64,630.05,610.82,80.58
21:14:50,server_2,33.23,33.65,47.58,25.2,8082.35
21:14:50,server_1,53.83,34.92,12902.35,14543.06,15.22
21:14:50,server_9,91.96,27.09,1004.2,830.07,92.88
21:14:55,server_13,22.44,93.83,207.51,267.78,129.71
21:14:55,server_14,59.33,63.27,1371.35,1353.2,1387.88
21:14:55,server_15,69.34,71.48,666.51,598.82,93.31
21:14:55,server_12,81.5,12.54,796.34,847.75,0.0
21:14:55,server_17,91.1,27.94,984.9,825.59,0.0
21:14:55,server_18,68.84,71.83,652.42,824.77,89.13
21:14:55,server_19,44.19,38.49,509.64,518.36,156.59
21:14:55,server_16,46.96,28.66,129.12,101.54,3022.71
21:14:55,server_11,55.42,59.21,534.1,325.77,106.88
21:14:55,server_20,55.76,43.85,548.66,403.29,37.74
21:14:55,server_9,26.27,92.69,301.55,190.65,84.68
21:14:55,server_1,99.14,83.92,1014.34,1335.62,22.44
21:14:55,server_2,27.47,28.85,214.59,161.46,109.36
21:14:55,server_3,84.78,8.39,847.62,1004.08,136.81
21:14:55,server_4,69.05,71.88,618.89,457.35,96.39
21:14:55,server_10,50.14,38.97,5372.51,4902.02,69.12
21:14:55,server_6,69.28,47.29,4350.7,4178.12,587.08
21:14:55,server_7,59.0,68.56,4982.92,4454.68,1695.14
21:14:55,server_8,46.94,36.65,408.09,424.16,58.03
21:14:55,server_5,52.17,79.91,503.92,457.47,45.77
21:15:00,server_19,91.58,96.57,931.76,537.94,120.21
21:15:00,server_18,93.02,10.4,1035.2,1451.08,93.85
21:15:00,server_17,27.19,31.13,19.41,24.22,4272.83
21:15:00,server_16,11.35,81.06,123.58,147.78,0.0
21:15:00,server_15,66.48,74.09,669.34,919.33,22.15
21:15:00,server_14,46.31,47.87,409.03,295.39,126.12
21:15:00,server_13,26.95,34.19,160.11,120.54,5653.65
21:15:00,server_12,43.36,54.31,454.02,566.91,9.7
21:15:00,server_11,50.84,67.62,527.87,318.98,0.0
21:15:00,server_20,53.94,48.44,614.28,702.69,17.67
21:15:00,server_9,60.61,64.3,596.08,802.25,118.68
21:15:00,server_1,30.28,32.48,56.84,53.05,6269.93
21:15:00,server_2,25.02,29.37,249.69,302.66,50.99
21:15:00,server_3,88.43,86.05,792.12,865.25,205.01
21:15:00,server_4,65.27,47.41,655.71,549.29,9.94
21:15:00,server_10,41.86,50.66,390.65,490.48,157.29
21:15:00,server_6,59.08,64.61,624.61,791.63,28.32
21:15:00,server_7,45.7,44.93,167.2,183.8,7094.08
21:15:00,server_8,48.03,56.69,1921.39,2066.46,1306.6
21:15:00,server_5,53.45,35.51,11314.47,9649.35,66.53
21:15:05,server_11,57.94,32.06,8852.92,7872.07,95.87
21:15:05,server_19,44.02,40.06,426.44,472.0,42.09
21:15:05,server_18,42.4,40.0,471.99,436.03,0.0
21:15:05,server_17,83.37,2.64,990.31,1077.43,20.13
21:15:05,server_16,22.37,33.21,307.2,241.98,8.44
21:15:05,server_15,42.95,59.58,429.7,295.36,41.22
21:15:05,server_14,1.29,92.17,0.0,0.0,50.13
21:15:05,server_13,27.8,21.87,275.64,327.6,0.0
21:15:05,server_12,57.98,50.84,508.93,408.15,58.26
21:15:05,server_20,87.72,89.8,871.91,1030.53,87.66
21:15:05,server_10,51.61,72.51,480.51,415.46,0.0
21:15:05,server_8,46.27,45.8,1895.31,2098.78,1168.65
21:15:05,server_9,26.22,92.53,296.56,422.09,1.95
21:15:05,server_1,0.56,99.7,5.69,4.6,13.3
21:15:05,server_2,55.64,59.36,558.56,594.49,3.82
21:15:05,server_3,65.58,82.54,684.99,847.42,34.01
21:15:05,server_5,32.46,32.64,417.63,244.97,83.78
21:15:05,server_6,43.03,51.35,369.9,294.81,35.98
21:15:05,server_7,37.74,40.15,177.58,189.98,6108.46
21:15:05,server_4,29.59,25.61,64.97,54.33,3430.69
21:15:10,server_20,49.34,36.93,6.89,6.87,5722.52
21:15:10,server_11,98.93,10.09,1007.1,1314.25,89.25
21:15:10,server_18,87.41,5.21,885.4,982.98,34.49
21:15:10,server_17,42.67,47.58,31.36,28.37,5667.09
21:15:10,server_16,36.92,53.2,329.36,229.81,47.0
21:15:10,server_15,53.04,41.26,11702.46,11761.43,121.79
21:15:10,server_14,52.9,39.18,8753.61,8433.01,171.35
21:15:10,server_13,65.79,40.06,13667.25,12495.72,88.49
21:15:10,server_12,52.75,58.7,593.76,537.56,137.69
21:15:10,server_19,57.25,54.3,12401.66,12868.74,187.55
21:15:10,server_10,25.98,47.6,122.57,62.78,8975.55
21:15:10,server_8,43.36,58.29,1051.61,983.44,565.53
21:15:10,server_1,86.68,18.4,892.57,653.19,8.83
21:15:10,server_2,83.88,18.27,825.74,1125.88,0.0
21:15:10,server_3,90.26,83.12,988.3,898.77,46.47
21:15:10,server_9,63.02,76.19,635.93,545.84,56.78
21:15:10,server_5,86.36,95.72,790.09,539.73,85.38
21:15:10,server_6,30.18,38.51,183.7,205.41,5887.42
21:15:10,server_7,88.27,85.76,838.5,909.28,57.16
21:15:10,server_4,91.17,85.01,920.73,560.54,175.77
21:15:15,server_13,91.35,87.07,842.31,536.82,127.33
21:15:15,server_20,48.38,25.26,141.39,139.69,7465.83
21:15:15,server_19,66.98,60.5,2069.07,2368.01,693.92
21:15:15,server_18,49.26,61.98,497.08,286.47,169.05
21:15:15,server_17,39.96,58.45,383.63,231.26,0.0
21:15:15,server_16,56.72,56.85,1354.52,1497.18,551.04
21:15:15,server_15,44.98,64.75,482.93,443.71,122.91
21:15:15,server_14,80.0,31.88,5033.71,4065.67,64.6
21:15:15,server_12,68.52,64.65,690.39,678.29,134.95
21:15:15,server_11,38.08,50.66,393.44,400.88,123.34
21:15:15,server_1,67.35,79.62,695.0,845.91,42.56
21:15:15,server_9,29.99,37.63,44.39,54.28,4559.57
21:15:15,server_8,46.01,51.15,514.17,557.17,31.8
21:15:15,server_7,22.79,24.68,193.17,246.87,24.51
21:15:15,server_6,24.74,94.52,213.51,254.92,39.6
21:15:15,server_5,56.97,53.61,12488.27,10460.92,127.21
21:15:15,server_4,57.36,56.47,473.99,312.47,31.56
21:15:15,server_3,65.21,61.35,736.72,386.11,81.09
21:15:15,server_2,22.95,22.56,198.38,163.62,104.85
21:15:15,server_10,58.15,65.7,587.67,836.74,101.16
21:15:20,server_13,30.53,41.83,341.25,337.57,74.03
21:15:20,server_14,33.82,39.22,340.16,351.23,90.07
21:15:20,server_15,52.03,62.95,3287.09,3873.34,740.12
21:15:20,server_16,52.79,53.16,18564.72,18169.94,173.93
21:15:20,server_12,27.04,35.47,256.06,182.42,6.25
21:15:20,server_18,27.19,30.61,316.61,452.37,0.0
21:15:20,server_19,57.91,58.74,626.7,421.18,75.31
21:15:20,server_20,41.79,29.45,153.15,185.48,8191.19
21:15:20,server_17,58.27,68.59,489.28,652.67,62.26
21:15:20,server_11,83.07,14.16,772.32,633.48,117.25
21:15:20,server_1,10.74,92.49,131.71,181.09,52.59
21:15:20,server_9,44.03,46.05,4998.52,4602.24,710.36
21:15:20,server_8,33.07,27.7,372.4,458.43,0.0
21:15:20,server_7,39.14,37.64,439.54,482.57,68.81
21:15:20,server_6,28.97,32.56,328.73,412.82,24.5
21:15:20,server_5,12.38,85.82,122.15,71.31,3.09
21:15:20,server_4,64.38,62.94,508.88,566.13,90.49
21:15:20,server_3,3.81,89.41,6.4,5.98,0.0
21:15:20,server_2,54.8,52.43,548.38,570.81,4.13
21:15:20,server_10,22.61,32.24,190.47,104.25,10.29
21:15:25,server_12,28.64,24.86,20.56,21.44,8392.36
21:15:25,server_13,43.98,53.78,353.82,530.35,154.64
21:15:25,server_14,34.07,40.88,365.22,261.32,0.0
21:15:25,server_15,46.2,64.11,586.81,340.3,81.56
21:15:25,server_19,67.4,86.85,648.28,517.9,79.77
21:15:25,server_17,59.05,69.61,580.43,556.21,32.95
21:15:25,server_18,92.5,20.78,942.12,1251.62,4.39
21:15:25,server_11,20.77,22.81,283.2,340.15,103.44
21:15:25,server_16,37.82,32.11,335.05,322.87,41.12
21:15:25,server_20,22.08,27.68,236.74,122.25,31.63
21:15:25,server_10,31.25,38.96,266.74,196.97,19.41
21:15:25,server_8,29.48,32.69,342.57,259.99,110.51
21:15:25,server_1,52.66,55.32,2185.26,2610.48,1492.94
21:15:25,server_2,30.79,46.39,65.48,71.27,8845.22
21:15:25,server_3,68.21,66.24,733.85,1064.39,117.2
21:15:25,server_9,52.36,54.0,586.08,781.39,0.0
21:15:25,server_5,92.2,99.14,883.62,590.83,76.83
21:15:25,server_6,49.47,51.8,4606.36,5212.59,621.15
21:15:25,server_7,10.99,94.04,94.76,100.68,42.32
21:15:25,server_4,62.22,72.2,678.01,834.71,78.79
21:15:30,server_20,32.49,46.59,137.56,185.59,6083.7
21:15:30,server_19,86.41,27.66,920.55,877.32,99.2
21:15:30,server_18,53.09,71.03,541.13,385.85,32.43
21:15:30,server_17,47.84,53.99,448.59,285.31,76.01
21:15:30,server_16,44.76,49.38,3770.14,4026.17,941.52
21:15:30,server_15,37.04,37.27,339.76,250.72,84.46
21:15:30,server_14,92.85,82.06,881.82,507.23,55.91
21:15:30,server_12,5.32,93.92,84.72,56.41,14.76
21:15:30,server_11,49.14,20.27,182.74,236.48,8216.58
21:15:30,server_13,29.42,35.66,264.34,342.62,55.09
21:15:30,server_9,89.24,18.32,882.87,764.15,57.5
21:15:30,server_10,95.45,13.04,959.56,1215.54,6.98
21:15:30,server_2,82.75,28.07,906.59,1185.54,77.67
21:15:30,server_3,64.61,93.52,637.83,812.29,46.68
21:15:30,server_4,20.87,2.69,226.36,230.45,0.0
21:15:30,server_1,51.06,58.23,502.3,395.9,103.58
21:15:30,server_6,67.5,62.25,736.55,1073.09,20.61
21:15:30,server_7,89.92,83.9,926.86,777.63,69.67
21:15:30,server_8,22.44,28.1,133.0,68.56,45.53
21:15:30,server_5,3.17,90.9,77.64,50.27,46.98
21:15:35,server_12,8.02,84.94,138.93,112.9,88.51
21:15:35,server_20,57.78,39.61,622.33,563.51,45.68
21:15:35,server_19,22.54,32.17,263.73,253.75,113.42
21:15:35,server_18,64.08,66.4,2011.7,1722.5,1896.34
21:15:35,server_17,50.35,51.4,5051.64,4765.45,67.79
21:15:35,server_16,60.78,47.15,9408.82,8711.78,19.26
21:15:35,server_15,34.3,36.62,334.72,389.43,81.22
21:15:35,server_14,21.85,47.48,22.04,18.61,9152.27
21:15:35,server_13,31.72,30.68,241.38,360.44,36.26
21:15:35,server_11,55.77,39.9,7739.29,7303.35,92.05
21:15:35,server_3,21.67,17.48,196.48,202.27,64.13
21:15:35,server_9,3.6,96.56,28.93,43.34,59.15
21:15:35,server_10,31.49,23.43,103.68,138.71,9715.1
21:15:35,server_2,23.39,30.22,176.12,126.21,49.0
21:15:35,server_4,97.67,88.6,944.81,1041.14,112.08
21:15:35,server_1,47.03,50.12,413.04,516.45,42.89
21:15:35,server_6,67.81,78.87,689.67,767.39,0.54
21:15:35,server_7,44.96,39.82,442.39,549.73,7.0
21:15:35,server_8,22.57,11.83,187.95,178.91,38.26
21:15:35,server_5,91.13,2.43,979.0,937.28,11.67
21:15:40,server_12,27.2,45.82,51.52,56.29,7639.12
21:15:40,server_20,85.8,7.01,812.52,820.57,73.17
21:15:40,server_19,26.23,46.67,25.21,31.23,9804.05
21:15:40,server_18,52.43,49.67,611.04,433.83,53.14
21:15:40,server_17,74.71,51.75,10412.28,9721.59,39.78
21:15:40,server_16,54.85,56.99,4990.8,5416.07,1499.18
21:15:40,server_15,37.05,42.9,409.89,459.89,32.19
21:15:40,server_14,65.09,65.79,633.83,760.87,15.86
21:15:40,server_11,53.57,35.39,6415.72,5558.67,38.06
21:15:40,server_13,60.33,54.28,609.31,631.39,85.37
21:15:40,server_9,68.19,82.74,629.27,897.6,71.95
21:15:40,server_2,25.81,26.1,284.1,204.76,117.38
21:15:40,server_3,94.89,16.45,1034.48,1458.58,76.11
21:15:40,server_4,59.5,52.2,10301.01,8332.27,125.0
21:15:40,server_5,41.53,29.19,485.94,367.31,52.05
21:15:40,server_1,84.21,23.75,861.33,1006.17,0.0
21:15:40,server_7,66.88,69.42,1572.51,1411.57,878.14
21:15:40,server_10,7.39,81.25,157.45,226.14,17.84
21:15:40,server_8,22.75,46.95,290.29,203.98,37.42
21:15:40,server_6,59.79,53.38,648.23,830.16,171.92
21:15:45,server_12,20.85,38.05,23.46,22.2,7226.76
21:15:45,server_19,66.41,66.41,4500.13,4437.9,781.27
21:15:45,server_18,51.06,55.05,476.29,495.85,0.0
21:15:45,server_17,27.2,23.19,116.73,130.38,8659.99
21:15:45,server_16,54.4,65.7,4163.66,4449.25,704.12
21:15:45,server_15,56.21,44.66,1395.38,1447.92,1913.32
21:15:45,server_14,46.22,42.35,526.72,484.44,95.62
21:15:45,server_13,86.7,15.98,723.92,1061.74,84.93
21:15:45,server_11,67.55,51.95,18054.51,17426.44,35.67
21:15:45,server_20,80.71,26.28,802.8,964.44,0.0
21:15:45,server_9,29.09,30.32,386.38,310.13,68.12
21:15:45,server_1,58.32,60.14,1996.68,1630.77,911.49
21:15:45,server_2,41.61,54.27,506.07,340.13,0.0
21:15:45,server_3,30.45,40.24,345.56,413.96,69.99
21:15:45,server_4,62.32,59.8,607.75,534.71,0.0
21:15:45,server_10,37.83,45.53,309.4,420.04,59.94
21:15:45,server_6,64.92,65.81,3598.83,4201.12,1039.95
21:15:45,server_7,48.4,45.62,2772.67,2860.99,1504.74
21:15:45,server_8,86.11,6.24,875.59,442.06,17.6
21:15:45,server_5,26.44,22.16,107.16,143.17,9944.63
21:15:50,server_11,67.87,56.64,671.3,818.78,34.11
21:15:50,server_19,38.93,35.89,145.97,161.47,3022.4
21:15:50,server_18,89.01,3.84,931.96,1230.92,79.3
21:15:50,server_17,41.14,44.45,158.39,197.53,6624.93
21:15:50,server_16,50.08,62.44,448.0,389.84,0.0
21:15:50,server_15,24.47,26.5,145.87,109.09,64.89
21:15:50,server_14,65.17,35.86,12708.18,10229.26,96.03
21:15:50,server_13,87.65,89.87,771.95,811.68,174.73
21:15:50,server_12,60.81,74.0,598.59,473.81,72.22
21:15:50,server_20,62.74,60.33,3832.39,3631.2,1904.26
21:15:50,server_10,72.35,33.56,12749.86,10787.25,37.22
21:15:50,server_8,49.2,45.94,190.3,206.17,8875.44
21:15:50,server_7,34.25,36.45,381.48,309.34,62.43
21:15:50,server_6,13.08,92.43,68.74,91.74,55.49
21:15:50,server_5,52.53,43.19,3166.4,3616.65,839.52
21:15:50,server_4,72.7,43.06,9399.34,9187.88,192.88
21:15:50,server_3,11.08,84.99,116.01,162.62,111.34
21:15:50,server_2,57.31,67.16,531.16,297.44,62.77
21:15:50,server_1,86.19,82.99,880.33,864.03,94.58
21:15:50,server_9,53.17,67.83,1393.52,1214.78,1878.87
21:15:55,server_14,58.77,74.05,625.04,859.65,153.05
21:15:55,server_15,43.73,53.36,449.58,245.9,144.91
21:15:55,server_16,20.89,28.82,224.46,280.93,0.0
21:15:55,server_12,67.04,41.85,2108.47,2089.94,1002.14
21:15:55,server_18,47.31,47.97,1641.09,1966.25,1121.9
21:15:55,server_19,30.87,50.15,320.76,444.59,122.93
21:15:55,server_20,48.16,57.94,567.56,755.76,188.39
21:15:55,server_17,24.01,37.52,30.87,43.28,8828.46
21:15:55,server_11,49.96,68.19,482.71,644.27,12.91
21:15:55,server_13,63.17,68.55,591.44,591.16,97.17
21:15:55,server_9,28.11,29.27,276.21,343.85,84.14
21:15:55,server_1,46.62,20.63,173.18,238.11,9230.92
21:15:55,server_2,62.26,31.62,11858.07,11720.27,175.36
21:15:55,server_3,56.75,51.82,572.58,594.36,1.08
21:15:55,server_4,26.42,92.53,293.02,307.18,0.0
21:15:55,server_10,13.06,96.8,126.23,73.04,72.42
21:15:55,server_6,91.49,0.12,1092.19,1302.11,18.25
21:15:55,server_7,64.92,50.87,2161.85,2355.09,1808.94
21:15:55,server_5,72.13,58.93,5750.28,5351.08,134.94
21:15:55,server_8,53.78,73.67,482.91,442.74,131.75
21:16:00,server_19,65.94,57.3,694.0,369.27,29.88
21:16:00,server_18,62.75,75.55,638.38,777.87,37.51
21:16:00,server_17,58.15,59.49,534.5,706.69,58.82
21:16:00,server_16,40.53,67.16,4905.67,4842.99,871.56
21:16:00,server_15,42.92,61.02,400.13,544.07,66.41
21:16:00,server_14,86.07,2.92,810.61,553.05,18.15
21:16:00,server_13,41.32,43.41,413.46,552.33,98.29
21:16:00,server_12,23.5,39.82,301.55,432.31,64.73
21:16:00,server_11,86.79,81.41,897.04,1097.52,77.23
21:16:00,server_20,61.82,52.71,17046.98,13928.55,83.33
21:16:00,server_9,61.75,55.7,16622.54,15524.75,75.22
21:16:00,server_1,31.3,34.11,327.77,455.33,0.0
21:16:00,server_2,66.86,67.96,703.49,632.16,12.33
21:16:00,server_3,98.55,95.72,1056.81,632.17,0.0
21:16:00,server_4,68.72,82.37,705.05,1014.53,98.93
21:16:00,server_10,69.92,44.49,15953.21,16847.58,116.12
21:16:00,server_6,5.44,98.12,30.5,40.55,0.0
21:16:00,server_7,93.83,86.39,914.51,676.56,17.16
21:16:00,server_8,66.32,35.06,12079.82,10976.56,145.94
21:16:00,server_5,86.17,3.13,795.99,671.75,58.89
21:16:05,server_11,9.55,91.1,30.68,26.22,138.58
21:16:05,server_19,44.55,38.51,461.6,242.35,121.18
21:16:05,server_18,27.03,36.06,190.04,115.5,6325.09
21:16:05,server_17,97.14,85.8,979.91,1063.19,71.63
21:16:05,server_16,26.12,88.18,311.08,361.61,75.68
21:16:05,server_15,72.52,36.81,14986.47,14011.84,197.05
21:16:05,server_14,31.93,39.48,273.75,409.04,77.21
21:16:05,server_13,65.76,88.68,681.83,463.05,93.84
21:16:05,server_12,29.57,32.61,301.65,307.84,0.0
21:16:05,server_20,56.61,55.93,1303.93,1458.01,1906.89
21:16:05,server_10,65.25,55.37,3342.16,3932.69,1195.85
